Gene name in Model,Gene ID,Reaction,Reaction Name,Reaction Formula,GPR in model,Pathway
MMP1187,MMP1187,rxn01620[c0],L-Fuculose-1-phosphate lactaldehyde-lyase c0,cpd00806[c0]  <=> cpd00095[c0] + cpd00334[c0] ,MMP1187,
MMP1187,MMP1187,rxn05104[c0],S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase c0,cpd02791[c0]  -> cpd00001[c0] + cpd11295[c0] ,MMP1187,
MMP1432,MMP1432,rxn00838[c0],IMP L-aspartate ligase GDP-forming c0,cpd00041[c0] + cpd00038[c0] + cpd00114[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd02375[c0] + cpd00031[c0] ,MMP1432,
MMP1064,MMP1064,rxn00065[c0],ATP pyrophosphate-lyase cyclizing c0,cpd00002[c0]  -> cpd00012[c0] + cpd00446[c0] ,( MMP1064 or MMP1120 ),
MMP1120,MMP1120,rxn00065[c0],ATP pyrophosphate-lyase cyclizing c0,cpd00002[c0]  -> cpd00012[c0] + cpd00446[c0] ,( MMP1064 or MMP1120 ),
MMP0920,MMP0920,rxn00141[c0],S-Adenosyl-L-homocysteine hydrolase c0,cpd00001[c0] + cpd00019[c0]  <=> cpd00135[c0] + cpd00182[c0] ,MMP0920,
MMP1211,MMP1211,rxn01454[c0],S-3-Hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase c0,cpd00022[c0] + cpd00001[c0] + cpd00279[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd00292[c0] ,MMP1211,
MMP1211,MMP1211,rxn05388[c0],5-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11524[c0] + cpd11492[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11525[c0] ,MMP1211,
MMP1211,MMP1211,rxn05359[c0],4-methyl-3-oxo-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11495[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11496[c0] ,MMP1211,
MMP1211,MMP1211,rxn08766[c0],beta-ketoacyl-ACP synthase 2 c0,cpd00011[c0] + cpd00010[c0] + cpd11488[c0]  -> cpd00067[c0] + cpd00022[c0] + cpd11492[c0] ,MMP1211,
MMP1211,MMP1211,rxn05396[c0],9-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11532[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11533[c0] ,MMP1211,
MMP1211,MMP1211,rxn05379[c0],12-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11515[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11516[c0] ,MMP1211,
MMP1211,MMP1211,rxn05371[c0],8-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11507[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11508[c0] ,MMP1211,
MMP1211,MMP1211,rxn05384[c0],3-methylbutanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11520[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11521[c0] ,MMP1211,
MMP1211,MMP1211,rxn05400[c0],11-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11536[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11537[c0] ,MMP1211,
MMP1211,MMP1211,rxn05404[c0],13-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11540[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11541[c0] ,MMP1211,
MMP1211,MMP1211,rxn05392[c0],7-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11528[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11529[c0] ,MMP1211,
MMP1211,MMP1211,rxn05367[c0],6-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11503[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11504[c0] ,MMP1211,
MMP1211,MMP1211,rxn05375[c0],10-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11511[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11512[c0] ,MMP1211,
MMP1211,MMP1211,rxn05363[c0],4-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,cpd00067[c0] + cpd11492[c0] + cpd11499[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11500[c0] ,MMP1211,
MMP1017,MMP1017,rxn00337[c0],ATP L-aspartate 4-phosphotransferase c0,cpd00067[c0] + cpd00002[c0] + cpd00041[c0]  <=> cpd00008[c0] + cpd01977[c0] ,MMP1017,
MMP1189,MMP1189,rxn00777[c0],D-Ribose-5-phosphate ketol-isomerase c0,cpd00101[c0]  <=> cpd00171[c0] ,MMP1189,
MMP0112,MMP0112,rxn01106[c0],2-Phospho-D-glycerate 2 3-phosphomutase c0,cpd00482[c0]  <=> cpd00169[c0] ,( MMP0598 or MMP1439 or MMP0112 ),
MMP0598,MMP0598,rxn01106[c0],2-Phospho-D-glycerate 2 3-phosphomutase c0,cpd00482[c0]  <=> cpd00169[c0] ,( MMP0598 or MMP1439 or MMP0112 ),
MMP1439,MMP1439,rxn01106[c0],2-Phospho-D-glycerate 2 3-phosphomutase c0,cpd00482[c0]  <=> cpd00169[c0] ,( MMP0598 or MMP1439 or MMP0112 ),
MMP1220,MMP1220,rxn05740[c0],cpd00155 phosphorylase c0,cpd00067[c0] + cpd00009[c0] + cpd00155[c0]  <=> cpd00089[c0] + cpd15302[c0] ,MMP1220,
MMP1573,MMP1573,rxn02277[c0],7 8-Diaminononanoate carbon-dioxide cyclo-ligase c0,cpd00011[c0] + cpd00002[c0] + cpd00764[c0]  -> 3 cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd01311[c0] ,MMP1573,
MMP1191,MMP1191,rxn02480[c0],5 10-Methenyltetrahydromethanopterin 10-hydrolase decyclizing c0,cpd00001[c0] + cpd02655[c0]  <=> cpd00067[c0] + cpd00936[c0] ,MMP1191,
MMP0372,MMP0372,rxn03079[c0],5 10-Methylenetetrahydromethanopterin coenzyme-F420 oxidoreductase c0,cpd00067[c0] + cpd00649[c0] + cpd02679[c0]  <=> cpd00792[c0] + cpd02655[c0] ,MMP0372,
MMP0394,MMP0394,rxn02264[c0],Hydroxymethylbilane hydro-lyasecyclizing c0,cpd00755[c0]  <=> cpd00001[c0] + cpd00774[c0] ,MMP0394,
MMP0100,MMP0100,rxn05209[c0],Proton sodium antiport c0,2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] ,MMP0100 or MMP0587 or MMP0679 or MMP0707 or MMP0864,
MMP0587,MMP0587,rxn05209[c0],Proton sodium antiport c0,2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] ,MMP0100 or MMP0587 or MMP0679 or MMP0707 or MMP0864,
MMP0679,MMP0679,rxn05209[c0],Proton sodium antiport c0,2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] ,MMP0100 or MMP0587 or MMP0679 or MMP0707 or MMP0864,
MMP0707,MMP0707,rxn05209[c0],Proton sodium antiport c0,2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] ,MMP0100 or MMP0587 or MMP0679 or MMP0707 or MMP0864,
MMP0864,MMP0864,rxn05209[c0],Proton sodium antiport c0,2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] ,MMP0100 or MMP0587 or MMP0679 or MMP0707 or MMP0864,
MMP1605,MMP1605,rxn00148[c0],ATP pyruvate O2-phosphotransferase c0,cpd00002[c0] + cpd00020[c0]  <=> cpd00008[c0] + cpd00061[c0] ,MMP1605,
MMP0959,MMP0959,rxn05289[c0],TRDR c0,cpd00067[c0] + cpd11420[c0] + cpd00005[c0]  <=> cpd11421[c0] + cpd00006[c0] ,MMP0959,
MMP0959,MMP0959,rxn11571[c0],Hydrogen selenide:NADP+ oxidoreductase,3 cpd00001[c0] + 3 cpd00006[c0] + cpd01078[c0]  <=> 3 cpd00067[c0] + 3 cpd00005[c0] + cpd03387[c0] ,MMP0959,
MMP1091,MMP1091,rxn00213[c0],UTP alpha-D-glucose-1-phosphate uridylyltransferase c0,cpd00062[c0] + cpd00089[c0]  <=> cpd00012[c0] + cpd00026[c0] ,MMP1091,
MMP0947,MMP0947,rxn00789[c0],1-5-Phospho-D-ribosyl-ATP pyrophosphate phosphoribosyl-transferase c0,cpd00002[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd01775[c0] ,MMP0947,
MMP0848,MMP0848,rxn06077[c0],L-methionine oxidized-thioredoxin S-oxidoreductase c0,cpd11420[c0] + cpd00001[c0] + cpd00060[c0]  <=> cpd11421[c0] + cpd01914[c0] ,MMP0848,
MMP0392,MMP0392,rxn02895[c0],5-Phospho-D-ribosylamine glycine ligase ADP-forming c0,cpd00002[c0] + cpd00033[c0] + cpd01982[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02394[c0] ,MMP0392,
MMP0865,MMP0865,rxn02312[c0],S-Adenosyl-L-methionine 8-amino-7-oxononanoate aminotransferase c0,cpd00017[c0] + cpd00800[c0]  <=> cpd00764[c0] + cpd02701[c0] ,MMP0865,
MMP1124,MMP1124,rxn00438[c0],ATP thiamin-phosphate phosphotransferase c0,cpd00002[c0] + cpd00793[c0]  <=> cpd00008[c0] + cpd00056[c0] ,MMP1124,
MMP1391,MMP1391,rxn01643[c0],L-Aspartate-4-semialdehyde NADP oxidoreductase phosphorylating c0,cpd00005[c0] + cpd01977[c0]  -> cpd00006[c0] + cpd00009[c0] + cpd00346[c0] ,MMP1391,
MMP1609,MMP1609,rxn02431[c0],Formylmethanofuran 5 6 7 8-tetrahydromethanopterin c0,cpd00643[c0] + cpd00936[c0]  <=> cpd00067[c0] + cpd00895[c0] + cpd00735[c0] ,MMP1609,
MMP0351,MMP0351,rxn01999[c0],dTDP-4-amino-4 6-dideoxy-D-glucose 2-oxoglutarate aminotransferase c0,cpd00024[c0] + cpd02616[c0]  <=> cpd00023[c0] + cpd00521[c0] ,MMP0351,
MMP0351,MMP0351,UGNAa,UDP-GlcNAC(3keto)A aminase,cpd00023[c0] + U2A2D3OG[c0]  <=> cpd00024[c0] + U2A3A23DDG[c0] ,MMP0351,
MMP0079,MMP0079,rxn01362[c0],Orotidine-5-phosphate pyrophosphate phosphoribosyltransferase c0,cpd00103[c0] + cpd00247[c0]  -> cpd00012[c0] + cpd00810[c0] ,( MMP0079 or MMP1492 ),
MMP1492,MMP1492,rxn01362[c0],Orotidine-5-phosphate pyrophosphate phosphoribosyltransferase c0,cpd00103[c0] + cpd00247[c0]  -> cpd00012[c0] + cpd00810[c0] ,( MMP0079 or MMP1492 ),
MMP0877,MMP0877,rxn02402[c0],Nicotinate-nucleotide pyrophosphate phosphoribosyltransferase c0,2 cpd00067[c0] + cpd02333[c0] + cpd00103[c0]  -> cpd00011[c0] + cpd00012[c0] + cpd00873[c0] ,MMP0877,
MMP0003,MMP0003,rxn05939[c0],2-oxoglutarate synthase rev c0,cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] ,MMP1687 and MMP1316 and MMP0003 and MMP1315,
MMP1315,MMP1315,rxn05939[c0],2-oxoglutarate synthase rev c0,cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] ,MMP1687 and MMP1316 and MMP0003 and MMP1315,
MMP1316,MMP1316,rxn05939[c0],2-oxoglutarate synthase rev c0,cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] ,MMP1687 and MMP1316 and MMP0003 and MMP1315,
MMP1687,MMP1687,rxn05939[c0],2-oxoglutarate synthase rev c0,cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] ,MMP1687 and MMP1316 and MMP0003 and MMP1315,
MMP0553,MMP0553,rxn01019[c0],Carbamoyl-phosphate L-ornithine carbamoyltransferase c0,cpd00146[c0] + cpd00064[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd00274[c0] ,MMP0553,
MMP0256,MMP0256,rxn03135[c0],Imidazole-glycerol-3-phosphate synthase c0,cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] ,(( MMP0256 or MMP1082 ) and ( MMP1722 or MMP1083 )),
MMP1082,MMP1082,rxn03135[c0],Imidazole-glycerol-3-phosphate synthase c0,cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] ,(( MMP0256 or MMP1082 ) and ( MMP1722 or MMP1083 )),
MMP1082,MMP1082,UMNAat,UDP-ManNAcA aminotransferase,cpd00001[c0] + cpd00053[c0] + U23DA23DDM[c0]  <=> cpd00023[c0] + U3A23DAM[c0] ,MMP1081 and MMP1082 and MMP1083,
MMP1083,MMP1083,rxn03135[c0],Imidazole-glycerol-3-phosphate synthase c0,cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] ,(( MMP0256 or MMP1082 ) and ( MMP1722 or MMP1083 )),
MMP1083,MMP1083,UMNAat,UDP-ManNAcA aminotransferase,cpd00001[c0] + cpd00053[c0] + U23DA23DDM[c0]  <=> cpd00023[c0] + U3A23DAM[c0] ,MMP1081 and MMP1082 and MMP1083,
MMP1722,MMP1722,rxn03135[c0],Imidazole-glycerol-3-phosphate synthase c0,cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] ,(( MMP0256 or MMP1082 ) and ( MMP1722 or MMP1083 )),
MMP1398,MMP1398,rxn00469[c0],N2-Acetyl-L-ornithine amidohydrolase c0,cpd00001[c0] + cpd00342[c0]  <=> cpd00029[c0] + cpd00064[c0] ,MMP1398,
MMP1007,MMP1007,rxn00791[c0],N-5-Phospho-D-ribosylanthranilate pyrophosphate c0,cpd00103[c0] + cpd00093[c0]  -> cpd00012[c0] + cpd02642[c0] ,MMP1007,
MMP1345,MMP1345,rxn03843[c0],Farnesyl diphosphate Isopentenyl diphosphate farnesyl transferase c0,cpd00113[c0] + cpd00350[c0]  -> cpd00012[c0] + cpd08211[c0] ,MMP1345,
MMP1372,MMP1372,rxn01329[c0],D-Mannose 6-phosphate 1 6-phosphomutase c0,cpd00235[c0]  <=> cpd00485[c0] ,( MMP1372 or MMP1077 ),
MMP0110,MMP0110,rxn05177[c0],Thiamin-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd00305[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00305[c0] ,(( MMP0110 or MMP1518 )),
MMP0110,MMP0110,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP1518,MMP1518,rxn05177[c0],Thiamin-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd00305[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00305[c0] ,(( MMP0110 or MMP1518 )),
MMP0063,MMP0063,rxn01917[c0],ATP N-acetyl-L-glutamate 5-phosphotransferase c0,cpd00067[c0] + cpd00002[c0] + cpd00477[c0]  <=> cpd00008[c0] + cpd02552[c0] ,MMP0063,
MMP1532,MMP1532,rxn01100[c0],ATP 3-phospho-D-glycerate 1-phosphotransferase c0,cpd00067[c0] + cpd00002[c0] + cpd00169[c0]  <=> cpd00008[c0] + cpd00203[c0] ,MMP1532,
MMP1093,MMP1093,rxn02175[c0],ATP pantetheine-4-phosphate adenylyltransferase c0,cpd00002[c0] + cpd00834[c0]  <=> cpd00012[c0] + cpd00655[c0] ,MMP1093,
MMP1067,MMP1067,rxn00288[c0],Succinate acceptor oxidoreductase c0,cpd00106[c0] + cpd00982[c0]  -> cpd00036[c0] + cpd00015[c0] ,( MMP1277 and MMP1067 ),
MMP1067,MMP1067,Tfr,Thiol:fumarate reductase,cpd00106[c0] + cpd02246[c0] + cpd02817[c0]  -> cpd00036[c0] + cpd02935[c0] ,MMP1277 and MMP1067,
MMP1277,MMP1277,rxn00288[c0],Succinate acceptor oxidoreductase c0,cpd00106[c0] + cpd00982[c0]  -> cpd00036[c0] + cpd00015[c0] ,( MMP1277 and MMP1067 ),
MMP1277,MMP1277,Tfr,Thiol:fumarate reductase,cpd00106[c0] + cpd02246[c0] + cpd02817[c0]  -> cpd00036[c0] + cpd02935[c0] ,MMP1277 and MMP1067,
MMP0672,MMP0672,rxn01790[c0],R-Pantoate NADP 2-oxidoreductase c0,cpd00006[c0] + cpd00408[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00712[c0] ,( MMP0672 or MMP0654 ),
MMP1138,MMP1138,rxn03075[c0],ATP 4-methyl-5-2-hydroxyethyl-thiazole 2-phosphotransferase c0,cpd00002[c0] + cpd02636[c0]  <=> cpd00008[c0] + cpd02654[c0] ,MMP1138,
MMP0687,MMP0687,rxn00747[c0],D-Glyceraldehyde-3-phosphate ketol-isomerase c0,cpd00102[c0]  <=> cpd00095[c0] ,MMP0687,
MMP0687,MMP0687,2OPs,2-Oxopropanal synthase,cpd00102[c0]  <=> cpd00009[c0] + cpd00428[c0] ,MMP0687,
MMP0541,MMP0541,rxn00420[c0],L-O-Phosphoserine phosphohydrolase c0,cpd00001[c0] + cpd00738[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00054[c0] ,( MMP0542 or MMP0541 ),
MMP0542,MMP0542,rxn00420[c0],L-O-Phosphoserine phosphohydrolase c0,cpd00001[c0] + cpd00738[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00054[c0] ,( MMP0542 or MMP0541 ),
MMP0219,MMP0219,rxn00001[c0],Pyrophosphate phosphohydrolase c0,cpd00001[c0] + cpd00012[c0]  -> 2 cpd00067[c0] + 2 cpd00009[c0] ,MMP0219,
MMP1585,MMP1585,rxn00858[c0],Agmatine amidinohydrolase c0,cpd00001[c0] + cpd00152[c0]  -> cpd00118[c0] + cpd00073[c0] ,MMP1585,
MMP0108,MMP0108,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP0109,MMP0109,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP0196,MMP0196,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP0197,MMP0197,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP0198,MMP0198,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP1181,MMP1181,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP1182,MMP1182,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP1183,MMP1183,rxn05195[c0],Fe3-ABC transport c0,cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] ,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),
MMP1288,MMP1288,rxn03393[c0],Octaprenyl-hydroxybenzoate decarboxylase c0,cpd00067[c0] + cpd03443[c0]  -> cpd00011[c0] + cpd03444[c0] ,( MMP1288 and MMP1552 ),
MMP1552,MMP1552,rxn03393[c0],Octaprenyl-hydroxybenzoate decarboxylase c0,cpd00067[c0] + cpd03443[c0]  -> cpd00011[c0] + cpd03444[c0] ,( MMP1288 and MMP1552 ),
MMP0830,MMP0830,rxn02288[c0],Uroporphyrinogen-III carboxy-lyase c0,4 cpd00067[c0] + cpd00774[c0]  -> 4 cpd00011[c0] + cpd02083[c0] ,( MMP0830 and MMP1150 ),
MMP1150,MMP1150,rxn02288[c0],Uroporphyrinogen-III carboxy-lyase c0,4 cpd00067[c0] + cpd00774[c0]  -> 4 cpd00011[c0] + cpd02083[c0] ,( MMP0830 and MMP1150 ),
MMP0576,MMP0576,rxn01644[c0],L-Aspartate-4-semialdehyde hydro-lyase adding pyruvate and c0,cpd00346[c0] + cpd00020[c0]  -> cpd00067[c0] + 2 cpd00001[c0] + cpd02120[c0] ,MMP0576,
MMP0497,MMP0497,rxn03397[c0],UDP-L-rhamnose flavonol-3-O-D-glucoside L-rhamnosyltransferase c0,cpd00017[c0] + cpd03447[c0]  -> cpd00067[c0] + cpd00019[c0] + cpd03448[c0] ,MMP0497,
MMP1165,MMP1165,rxn10481[c0],Copper transport via ABC system c0,cpd00001[c0] + cpd00002[c0] + cpd00058[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00058[c0] ,MMP1165 or MMP1641,
MMP1641,MMP1641,rxn10481[c0],Copper transport via ABC system c0,cpd00001[c0] + cpd00002[c0] + cpd00058[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00058[c0] ,MMP1165 or MMP1641,
MMP0951,MMP0951,rxn05054[c0],adenosylcobyric acid R-1-aminopropan-2-ol ligase ADP-forming c0,cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd03918[c0]  -> cpd00002[c0] + cpd03917[c0] + cpd02039[c0] ,MMP0951,
MMP1259,MMP1259,rxn02269[c0],S-3-methyl-2-oxopentanoate NAD 2-oxidoreductase c0,cpd00010[c0] + cpd00003[c0] + cpd00508[c0]  -> cpd00011[c0] + cpd00004[c0] + cpd00760[c0] ,MMP1259,
MMP0049,MMP0049,rxn00102[c0],Carbonic acid hydro-lyase c0,cpd00011[c0] + cpd00001[c0]  -> cpd00067[c0] + cpd00242[c0] ,MMP1299 or MMP0049,
MMP1299,MMP1299,rxn00102[c0],Carbonic acid hydro-lyase c0,cpd00011[c0] + cpd00001[c0]  -> cpd00067[c0] + cpd00242[c0] ,MMP1299 or MMP0049,
MMP0720,MMP0720,rxn05513[c0],calcium efflux via ABC system c0,cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00063[e0]  -> cpd00001[c0] + cpd00002[c0] + cpd00063[c0] ,MMP0510 or MMP0720,
MMP0350,MMP0350,rxn03030[c0],Acetyl-CoA L-2 3 4 5-tetrahydrodipicolinate N2-acetyltransferase c0,cpd00022[c0] + cpd00001[c0] + cpd02465[c0]  -> cpd00010[c0] + cpd03289[c0] ,MMP0350,
MMP0350,MMP0350,rxn06729[c0],R-3-Hydroxytetradecanoly-acyl-carrier-protein UDP-N-acetyl- c0,cpd00037[c0] + cpd11484[c0]  -> cpd11493[c0] + cpd02886[c0] ,MMP0350,
MMP0350,MMP0350,UGNAna,UDP-GlcNAc(3NH2)A N-acetylase,cpd00022[c0] + U2A3A23DDG[c0]  <=> cpd00067[c0] + cpd00010[c0] + U23DA23DDG[c0] ,MMP0350,
MMP0385,MMP0385,rxn00119[c0],ATP nucleoside-phosphate phosphotransferase c0,cpd00002[c0] + cpd00091[c0]  -> cpd00008[c0] + cpd00014[c0] ,MMP0385,
MMP0359,MMP0359,rxn03919[c0],D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0,cpd00001[c0] + cpd08316[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd04920[c0] ,( MMP0359 and MMP1170 and MMP0590 ),
MMP0590,MMP0590,rxn03919[c0],D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0,cpd00001[c0] + cpd08316[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd04920[c0] ,( MMP0359 and MMP1170 and MMP0590 ),
MMP1170,MMP1170,rxn03919[c0],D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0,cpd00001[c0] + cpd08316[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd04920[c0] ,( MMP0359 and MMP1170 and MMP0590 ),
MMP0115,MMP0115,rxn11650[c0],cobIIyrinic acid-a c-diamide FMN oxidoreductase c0,2 cpd00067[c0] + cpd00050[c0] + 2 cpd03915[c0]  <=> 2 cpd03914[c0] + cpd01270[c0] ,MMP0115,
MMP0253,MMP0253,rxn00172[c0],Acetate CoA ligase ADP-forming c0,cpd00010[c0] + cpd00029[c0] + cpd00002[c0]  -> cpd00022[c0] + cpd00009[c0] + cpd00008[c0] ,MMP0253,
MMP0894,MMP0894,rxn00917[c0],Xanthosine-5-phosphate L-glutamine amido-ligase AMP-forming c0,cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00497[c0]  -> cpd00067[c0] + cpd00012[c0] + cpd00023[c0] + cpd00018[c0] + cpd001... <Preview truncated at 128 characters>,( MMP0894 and MMP1445 ),
