,,,,,,,,,,,,Methane as objective,,,,,,,,,,,
Mmp,rxn03075[c0],No,No,ATP 4-methyl-5-2-hydroxyethyl-thiazole 2-phosphotransferase c0,,Metabolic_Overview,MMP1138,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00747[c0],Yes,Yes,D-Glyceraldehyde-3-phosphate ketol-isomerase c0,,Metabolic_Overview,MMP0687,-1000,1000,Reversible/bi-directional,Intracellular,0.011105675,0.012877402,0.014604604,0.014603388,0.013374985,0.012765872,0.003974107,0.007552328,0.007561703,0.006368987,0.010879622,0.009162641
Mmp,rxn00707[c0],No,No,ITP cytidine 5-phosphotransferase c0,,Metabolic_Overview,MMP0626,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00237[c0],Yes,Yes,ATP nucleoside-diphosphate phosphatransferase c0,,Metabolic_Overview,MMP0283,-1000,1000,Reversible/bi-directional,Intracellular,0.004698604,0.007815506,0.008809391,0.008808657,0.008067694,0.007700281,0.00168137,0.004583631,0.004589322,0.003865442,0.004602965,0.005526838
Mmp,rxn00420[c0],Yes,Yes,L-O-Phosphoserine phosphohydrolase c0,,Metabolic_Overview,( MMP0542 or MMP0541 ),0,1000,Irreversible/uni-directional,Intracellular,0.004797221,0.007979543,0.008994288,0.008993539,0.008237024,0.0078619,0.00171666,0.004679836,0.004685645,0.003946573,0.004699575,0.005642839
Mmp,rxn00001[c0],Yes,Yes,Pyrophosphate phosphohydrolase c0,,Metabolic_Overview,MMP0219,0,1000,Irreversible/uni-directional,Intracellular,0.029381219,0.048716512,0.054911711,0.054907136,0.050288476,0.047998279,0.010629545,0.028571218,0.028606688,0.02409452,0.028783172,0.034450526
Mmp,rxn01268[c0],No,No,Prephenate NAD oxidoreductasedecarboxylating c0,,Metabolic_Overview,MMP1514,0,1000,Irreversible/uni-directional,Intracellular,0.001958856,0,0,0,0.003363435,0,0.000700966,0,0,0,0,0
Mmp,rxn00858[c0],No,No,Agmatine amidinohydrolase c0,,Metabolic_Overview,MMP1585,0,1000,Irreversible/uni-directional,Intracellular,9.33E-05,0,0,0,0,0,3.34E-05,0,0,0,9.14E-05,0
Mmp,rxn10571[c0],No,No,magnesium transport via ABC system c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Transport,4.67E-05,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05195[c0],No,No,Fe3-ABC transport c0,,Metabolic_Overview,( MMP0108 and MMP0109 and MMP0110 ) or ( MMP0196 and MMP0197 and MMP0198 ) or ( MMP1181 and MMP1182 and MMP1183 ),0,1000,Irreversible/uni-directional,Transport,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn00062[c0],No,No,ATP phosphohydrolase protein-secreting c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn01208[c0],Yes,Yes,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.005657866,0.009411111,0.010607907,0.010607023,0.009714785,0.009272362,0.002024637,0.005519421,0.005526273,0.004654607,0.005542702,0.006655192
Mmp,rxn05319[c0],No,No,H2Ot5 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Transport,12.05097348,19.6879351,22.34755329,22.34569169,20.46602419,19.53397694,4.241002476,11.54656348,11.56089773,9.737383396,11.69094135,14.02041474
Mmp,rxn05467[c0],Yes,Yes,CO2 transport via diffusion c0,,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Transport,6.007933794,9.806708745,11.1318469,11.13091959,10.19461258,9.730337715,2.11422001,5.751430226,5.758570225,4.850264002,5.828275019,6.983901474
Mmp,rxn02832[c0],No,No,O-succinylbenzoate-CoA synthase c0,,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn10052[c0],No,No,adenylate kinase Inorganic triphosphate c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn05388[c0],No,No,5-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05359[c0],No,No,4-methyl-3-oxo-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02288[c0],No,No,Uroporphyrinogen-III carboxy-lyase c0,,Metabolic_Overview,( MMP0830 and MMP1150 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn08766[c0],No,No,beta-ketoacyl-ACP synthase 2 c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn08019[c0],No,No,acyl-acyl-carrier-protein synthetase n-C18 0 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00737[c0],No,No,L-threonine ammonia-lyase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05396[c0],No,No,9-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05029[c0],No,No,ATP cobinamide Cobeta-adenosyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn10181[c0],Yes,Yes,NMN permease c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Transport,9.33E-05,0.000155259,0.000175003,0.000174988,0.000160269,0.00015297,3.34E-05,9.11E-05,9.12E-05,7.68E-05,9.14E-05,0.000109793
Mmp,rxn01675[c0],No,No,dTTP alpha-D-glucose-1-phosphate thymidylyltransferase c0,,Metabolic_Overview,MMP1076,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn01644[c0],Yes,Yes,L-Aspartate-4-semialdehyde hydro-lyase adding pyruvate and c0,,Metabolic_Overview,MMP0576,0,1000,Irreversible/uni-directional,Intracellular,0.004302124,0.007156014,0.008066032,0.00806536,0.007386921,0.007050512,0.001539492,0.004196853,0.004202063,0.003539267,0.004214555,0.00506047
Mmp,rxn05379[c0],No,No,12-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05371[c0],No,No,8-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00300[c0],Yes,Yes,GTP 7 8-8 9-dihydrolase pyrophosphate-forming c0,,Metabolic_Overview,MMP0183,0,1000,Irreversible/uni-directional,Intracellular,0.000186681,0.000310519,0.000350007,0.000349978,0.000320539,0.000305941,6.68E-05,0.000182113,0.000182339,0.000153579,0.000182881,0.000219588
Mmp,rxn00392[c0],No,No,ATP riboflavin 5-phosphotransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn10481[c0],No,No,Copper transport via ABC system c0,,Metabolic_Overview,MMP1165 or MMP1641,0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn13477[c0],No,No,Hexaprenyl-pyrophosphate-synthase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn10954[c0],No,No,C180SN c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02914[c0],Yes,Yes,3-Phosphoserine 2-oxoglutarate aminotransferase c0,,Metabolic_Overview,MMP0391,0,1000,Irreversible/uni-directional,Intracellular,0.004797221,0.007979543,0.008994288,0.008993539,0.008237024,0.0078619,0.00171666,0.004679836,0.004685645,0.003946573,0.004699575,0.005642839
Mmp,rxn00350[c0],No,No,glutathione hydralase periplasmic c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03536[c0],No,No,Adenosyl cobinamide kinase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn02160[c0],No,No,L-Histidinol-phosphate phosphohydrolase c0,,Metabolic_Overview,MMP0548,0,1000,Irreversible/uni-directional,Intracellular,0.001194662,0.001987162,0.002239866,0.002239679,0.002051282,0.001957865,0.000427503,0.001165429,0.001166876,0.000982823,0.001170345,0.001405248
Mmp,rxn12008[c0],No,No,rxn12008 c0,,Metabolic_Overview,MMP0045,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05039[c0],Yes,Yes,pyrimidine phosphatase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.000186681,0.000310519,0.000350007,0.000349978,0.000320539,0.000305941,6.68E-05,0.000182113,0.000182339,0.000153579,0.000182881,0.000219588
Mmp,rxn02269[c0],No,No,S-3-methyl-2-oxopentanoate NAD 2-oxidoreductase c0,,Metabolic_Overview,MMP1259,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03891[c0],No,No,trans-hexaprenyltranstransferase c0,,Metabolic_Overview,MMP0045,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn01256[c0],Yes,Yes,Chorismate pyruvatemutase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.004287768,0.007132134,0.008039116,0.008038446,0.007362271,0.007026984,0.001534355,0.004182848,0.004188041,0.003527456,0.004200491,0.005043583
Mmp,rxn00102[c0],Yes,Yes,Carbonic acid hydro-lyase c0,,Metabolic_Overview,MMP1299 or MMP0049,0,1000,Irreversible/uni-directional,Intracellular,0.059333929,0.090145751,0.101743846,0.10173537,0.093177628,0.088934207,0.021232331,0.052868604,0.052934236,0.044584855,0.058126201,0.063832085
Mmp,rxn09562[c0],Yes,Yes,guanylate kinase GMP dATP c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.002574096,0.004281668,0.00482616,0.004825758,0.004419827,0.004218542,0.000921126,0.002511109,0.002514226,0.002117654,0.002521701,0.003027838
Mmp,rxn01972[c0],No,No,N6-Acetyl-LL-2 6-diaminoheptanedioate amidohydrolase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05513[c0],No,No,calcium efflux via ABC system c0,,Metabolic_Overview,MMP0510 or MMP0720,0,1000,Irreversible/uni-directional,Transport,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn03537[c0],No,No,Adenosyl cobinamide phosphate guanyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn03030[c0],No,No,Acetyl-CoA L-2 3 4 5-tetrahydrodipicolinate N2-acetyltransferase c0,,Metabolic_Overview,MMP0350,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00119[c0],Yes,Yes,ATP nucleoside-phosphate phosphotransferase c0,,Metabolic_Overview,MMP0385,0,1000,Irreversible/uni-directional,Intracellular,0.003306322,0.00549963,0.006199009,0.006198492,0.005677089,0.005418548,0.00118315,0.003225418,0.003229422,0.002720042,0.003239023,0.003889136
Mmp,rxn01265[c0],No,No,Nicotinate D-ribonucleotide pyrophosphate phosphoribosyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn01068[c0],Yes,Yes,L-Threonine NAD oxidoreductase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.010628661,0.017679372,0.019927629,0.019925969,0.018249843,0.017418723,0.00380341,0.010368583,0.010381455,0.008743976,0.010412318,0.012502202
Mmp,rxn05384[c0],No,No,3-methylbutanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02831[c0],No,No,O-Succinylbenzoate CoA ligase AMP-forming c0,,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00137[c0],No,No,Adenosine 3 5-bisphosphate 32-phosphohydrolase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn03150[c0],No,No,alpha-ribazole 5-phosphate phosphatase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn00172[c0],No,No,Acetate CoA ligase ADP-forming c0,,Metabolic_Overview,MMP0253,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00917[c0],Yes,Yes,Xanthosine-5-phosphate L-glutamine amido-ligase AMP-forming c0,,Metabolic_Overview,( MMP0894 and MMP1445 ),0,1000,Irreversible/uni-directional,Intracellular,0.002434085,0.004048778,0.004563654,0.004563274,0.004179422,0.003989086,0.000871024,0.002374524,0.002377472,0.00200247,0.002384539,0.002863147
Mmp,rxn00274[c0],Yes,Yes,Succinyl-CoA glycine C-succinyl-transferasedecarboxylating c0,,Metabolic_Overview,MMP1574,0,1000,Irreversible/uni-directional,Intracellular,0.010628661,0.017679372,0.019927629,0.019925969,0.018249843,0.017418723,0.00380341,0.010368583,0.010381455,0.008743976,0.010412318,0.012502202
Mmp,rxn05400[c0],No,No,11-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03540[c0],No,No,adenosylcobyric acid synthase glutamine-hydrolysing c0,,Metabolic_Overview,MMP1215,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn01538[c0],Yes,Yes,ATP thiamine phosphotransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn05404[c0],No,No,13-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05392[c0],No,No,7-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05367[c0],No,No,6-methyl-octanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03408[c0],No,No,UDP-N-acetylglucosamine-N-acetylmuramyl-pentapeptidepyrophosphoryl-undecaprenol N-acetylglucosamine transferase c0,,Metabolic_Overview,MMP0403,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn06729[c0],No,No,R-3-Hydroxytetradecanoly-acyl-carrier-protein UDP-N-acetyl- c0,,Metabolic_Overview,MMP0350,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00470[c0],No,No,L-Ornithine carboxy-lyase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0.000155259,0.000175003,0.000174988,0.000160269,0.00015297,0,9.11E-05,9.12E-05,7.68E-05,0,0.000109793
Mmp,rxn06023[c0],No,No,CoA apo-acyl-carrier-protein pantetheinephosphotransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn03086[c0],No,No,Acetyl-L L-diaminopimelate aminotransferase c0,,Metabolic_Overview,MMP1072,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn08618[c0],No,No,glucosyltransferase I LPS core synthesis c0,,Metabolic_Overview,MMP1293,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00833[c0],No,No,5-Inosinate phosphoribohydrolase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn01258[c0],No,No,Chorismate hydroxymutase c0,,Metabolic_Overview,,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00611[c0],No,No,sn-Glycerol-3-phosphate NAD 2-oxidoreductase c0,,Metabolic_Overview,MMP0225,-1000,1000,Reversible/bi-directional,Intracellular,9.33E-05,0.00015526,0.000175005,0.00017499,0.00016027,0.000152971,3.34E-05,9.11E-05,9.12E-05,7.68E-05,9.14E-05,0.000109794
Mmp,rxn00122[c0],No,No,ATP FMN adenylyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn01117[c0],No,No,D-Arabinose-5-phosphate ketol-isomerase c0,,Metabolic_Overview,MMP1016,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn04675[c0],No,No,isochorismate 2-oxoglutarate cyclodienyltransferasedecarboxylating c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05735[c0],No,No,aldehyde dehydrogenase aminoacetaldehyde NAD c0,,Metabolic_Overview,MMP1487,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02929[c0],Yes,Yes,2 3 4 5-Tetrahydrodipicolinate NADP oxidoreductase c0,,Metabolic_Overview,MMP0923,0,1000,Irreversible/uni-directional,Intracellular,0.004302124,0.007156014,0.008066032,0.00806536,0.007386921,0.007050512,0.001539492,0.004196853,0.004202063,0.003539267,0.004214555,0.00506047
Mmp,rxn05375[c0],No,No,10-methyl-dodecanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05363[c0],No,No,4-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0,,Metabolic_Overview,MMP1211,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02898[c0],No,No,O-Succinylbenzoyl-CoA 1 4-dihydroxy-2-naphthoate-lyase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03538[c0],No,No,Adenosylcobalamin 5-phosphate synthase c0,,Metabolic_Overview,MMP0938,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn08349[c0],No,No,2 3-diketo-5-methylthio-1-phosphopentane degradation reaction c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn05023[c0],No,No,rxn05023 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00471[c0],No,No,L-Ornithine ammonia-lyasecyclizing c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.0027786,0.004621833,0.005209585,0.005209151,0.004770969,0.004553693,0.000994307,0.002710609,0.002713974,0.002285896,0.002722042,0.003268391
Mmp,rxn09429[c0],No,No,fatty acid synthase n-C18 0 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00346[c0],Yes,Yes,L-Aspartate 1-carboxy-lyase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,9.33E-05,0.000155259,0.000175003,0.000174988,0.000160269,0.00015297,3.34E-05,9.11E-05,9.12E-05,7.68E-05,9.14E-05,0.000109793
Mmp,rxn00351[c0],No,No,gamma-L-Glutamyl-L-cysteine glycine ligase ADP-forming c0,,Metabolic_Overview,MMP1600,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn01791[c0],Yes,Yes,R-Pantoate beta-alanine ligase AMP-forming c0,,Metabolic_Overview,MMP0087,0,1000,Irreversible/uni-directional,Intracellular,9.33E-05,0.000155259,0.000175003,0.000174988,0.000160269,0.00015297,3.34E-05,9.11E-05,9.12E-05,7.68E-05,9.14E-05,0.000109793
Mmp,rxn01501[c0],Yes,Yes,R-Mevalonate NADP oxidoreductase CoA acylating c0,,Metabolic_Overview,MMP0087,0,1000,Irreversible/uni-directional,Intracellular,0.000746728,0.001242082,0.001400036,0.001399919,0.001282162,0.00122377,0.000267212,0.000728455,0.00072936,0.000614317,0.000731528,0.000878355
Mmp,rxn00250[c0],Yes,Yes,Pyruvate carbon-dioxide ligase ADP-forming c0,,Metabolic_Overview,MMP0340 and MMP0341,0,1000,Irreversible/uni-directional,Intracellular,0.049178809,0.073409312,0.082879061,0.082872157,0.075901145,0.072444516,0.017598376,0.043053031,0.043106478,0.036307242,0.048177787,0.051996691
Mmp,rxn00646[c0],No,No,L-Glutamate L-cysteine gamma-ligase ADP-forming c0,,Metabolic_Overview,MMP0437,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn09433[c0],No,No,fatty acid synthase n-C16 0 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05287[c0],No,No,GGTT c0,,Metabolic_Overview,MMP0045,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn11703[c0],No,No,2-succinyl-6-hydroxy-2 4-cyclohexadiene-1-carboxylate synthase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05108[c0],No,No,2-keto-4-methylthiobutyrate transamination c0,,Metabolic_Overview,MMP1527,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn11702[c0],No,No,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05744[c0],No,No,b-ketoacyl synthetase n-C14 0 c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn03892[c0],No,No,PPTT c0,,Metabolic_Overview,MMP0045,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn02155[c0],No,No,ATP nicotinamide-nucleotide adenylyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn00258[c0],No,No,Malonyl-CoA pyruvate carboxyltransferase c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
Mmp,rxn05104[c0],No,No,S-Methyl-5-thio-D-ribulose-1-phosphate hydro-lyase c0,,Metabolic_Overview,MMP1187,0,1000,Irreversible/uni-directional,Intracellular,4.67E-05,7.76E-05,8.75E-05,8.75E-05,8.01E-05,7.65E-05,1.67E-05,4.55E-05,4.56E-05,3.84E-05,4.57E-05,5.49E-05
Mmp,rxn05909[c0],Yes,Yes,L-Serine hydro-lyase adding homocysteine c0,,Metabolic_Overview,,0,1000,Irreversible/uni-directional,Intracellular,0.001334361,0.002219533,0.002501788,0.002501579,0.002291152,0.00218681,0.000477494,0.00130171,0.001303326,0.001097751,0.001307201,0.001569572
